评论时间,评论者IP归属地,评论内容
2024年,来自福建,这说法会不会让那些辛辛苦苦创新的公司寒心啊
2024年,来自辽宁,为什么有人觉得抄袭是值得推崇的行为呢
2024年,来自辽宁,这个言论有点惊世骇俗了
2024年,来自贵州,支持合法创新
2024年,来自云南,感觉这个观点有点...不道德吧
2024年,来自江苏,这哥们的观点有点惊世骇俗啊
2024年,来自江西,感觉AI领域将会出现更多纷争，加油！
2024年,来自贵州,感觉这个观点有点危险
2024年,来自江西,怎么感觉是在鼓励盗版啊
2024年,来自辽宁,这个观点太前卫了
2024年,来自云南,这算不算是教坏人呢
2024年,来自北京,大家都问过AI什么离谱的问题？我先来：如何造出三体里的“水滴”。
2024年,来自辽宁,是不是说明大家都觉得ai不行啊
2024年,来自贵州,有在做chatgpt的相关业务
2024年,来自天津,听上去感觉AI还是很不错的 以后会不会没有饭吃呢[doge]
2024年,来自江苏,这个数据好吓人
2024年,来自安徽,这个数据包含那些没有实际运营的皮包公司的么
2024年,来自广东,有没有可能这些倒闭的公司都是跟风注册的
2024年,来自贵州,这数据好惊人
2024年,来自江西,我的同事就是做ai方向的
2024年,来自江苏,感觉AI对于社会没有什么有益的帮助他们只是想帮助人类更加方便而已[doge]
2024年,来自山东,感觉ai在方方面面都在影响我们的生活
2024年,来自浙江,请问这些公司的主营业务是什么
2024年,来自云南,想知道这七八万家公司的创始人是不是大部分都在开滴滴
2024年,来自贵州,最近总刷到chatgpt相关文章
2024年,来自山东,有没有可能这些公司的倒闭是因为他们生产的都是垃圾ai呢
2024年,来自辽宁,AI现在越来越多了 不知道以后是不是会有什么影响呀
2024年,来自辽宁,AI公司的员工日常是啥样的
2024年,来自辽宁,AI公司在招聘的时候会不会更倾向于自己培养的人
2024年,来自广东,刚好我有一个朋友在聊ai的大厂
2024年,来自云南,这数据是不是把做ai的公司都包括进去了
2024年,来自河北,是不是意味着未来ai公司在减少
2024年,来自云南,这数据有点吓人啊
2024年,来自贵州,相关公司数量达78612家
2024年,来自江苏,请问这些ai公司的业务主要是哪方面的呢
2024年,来自贵州,有没有可能因为竞争加剧导致大量ai公司的倒闭
2024年,来自江苏,想知道那些倒闭的公司是不是因为chatgpt不够好用
2024年,来自天津,你的工作能被AI取代吗？
2024年,来自天津,看来看去还是觉得chatgpt最厉害
2024年,来自广东,最近总刷到关于chatgpt的话题
2024年,来自安徽,这个数据是怎么得的啊
2024年,来自江苏,请问这上万家的ai相关企业都是做什么业务的
2024年,来自江西,ChatGPT能不能取代人类导游？
2024年,来自江西,钛媒体独家统计，AI公司倒闭数量近8万！
2024年,来自云南,感觉未来ai会在各个行业都有大用处
2024年,来自安徽,好奇这八万家公司的业务范围
2024年,来自安徽,想学学怎么用这个ai
2024年,来自江苏,AI现在越来越多的很多人都会选择用这个代替自己的一些工作了
2024年,来自贵州,有没有可能这些公司的倒闭是因为他们生产的都是垃圾ai
2024年,来自广东,刚买了最新的iPhone没想到还能装chatgpt
2024年,来自北京,[爱你]老友重逢~这个说法真好~
2024年,来自广东,信号好 电池耐用才是重点[嘻嘻]
2024年,来自中国台湾,我投给了“没可能”~
2024年,来自山东,如果出现beatless里那种和蕾西亚一样的ai机器人我可能直接就结婚了
2024年,来自上海,不可能，因为买不起[doge]
2024年,来自北京,欢迎参与微博官方旅行活动，旅行内容添加#微博旅行家#话题词，有机会获得曝光资源、红包惊喜及出行机会！了解更多戳>> http://t.cn/A6HVQi2d
2024年,来自江苏,现在的AI技术真厉害，还能跟用户互动，真是了不起
2024年,来自江西,这个AI能提供什么样的互动呢
2024年,来自安徽,这个AI是像真朋友那样懂你呢
2024年,来自江苏,这个活动太适合我了
2024年,来自安徽,我觉得AI如果能更有情感，更能满足用户的个性化需求就好了
2024年,来自辽宁,这个活动听起来好有趣
2024年,来自广东,这个AI会不会像真人一样会发脾气啊
2024年,来自贵州,好奇如果约的人是个学霸我能不能学到知识
2024年,来自云南,好奇AI聊天是什么感觉
2024年,来自云南,我愿意[doge]
2024年,来自贵州,好奇AI的聊天风格
2024年,来自江西,这AI怎么收费啊
2024年,来自福建,如果能见到自己喜欢的明星AI，当然是最佳选择
2024年,来自江苏,想知道和人形屏幕恋爱是什么感觉
2024年,来自贵州,最近有点寂寞
2024年,来自广东,我也来参加！看看能不能找到和我一起打游戏的人
2024年,来自广东,这个活动好好玩
2024年,来自广东,AI如果能拥有情感，那我们就会更加容易沟通
2024年,来自云南,想了解一下这个ai是怎么理解浪漫的
2024年,来自辽宁,哈哈！这个纸片人是会讲话还是只会释放音乐电影什么的啊
2024年,来自江西,听起来很有未来感
2024年,来自天津,AI当对象好高级哎
2024年,来自辽宁,感觉挺有新意的
2024年,来自江西,这个AI能像真人一样互动嘛
2024年,来自江苏,如果真能实现爱情理想，那这五百块值得
2024年,来自江苏,看这个活动的介绍感觉好有趣
2024年,来自江苏,这ai是怎么知道我喜欢谁的
2024年,来自云南,有没有可能未来的恋人都是 ai
2024年,来自辽宁,AI会不会觉得我跟它比起来更笨
2024年,来自江苏,这个AI咋知道我喜欢啥类型的妹子呢
2024年,来自辽宁,有没有可能以后恋爱对象都是ai呢
2024年,来自江西,500元和纸片人约会，感觉像游戏世界😆
2024年,来自辽宁,AI会记住我对它的好感度嘛
2024年,来自安徽,哇！我还真想和AI谈谈天
2024年,来自福建,如果真能和AI恋爱就好了
2024年,来自四川,这样的AI真的是太厉害了，希望能早点普及到我们的生活当中来
2024年,来自安徽,看很多帅哥美女一起玩儿感觉会很有意思
2024年,来自辽宁,估计以后会流行起来吧
2024年,来自贵州,从搜索引擎到AI搜索，互联网正在经历一次重大变革
2024年,来自山东,🔍 AI搜索真的太智能了，找信息速度惊人！期待将来更多应用！📈
2024年,来自江西,AI搜索领域的竞争越来越激烈，各大厂商都在抢占市场份额
2024年,来自广东,AI搜索的发展不仅取决于技术，也取决于用户的需求和体验
2024年,来自福建,AI搜索引擎有望成为未来搜索平台的颠覆者
2024年,来自安徽,AI搜索引擎将改变人们获取信息的方式，变得更像大脑
2024年,来自安徽,昆仑万维也进军AI搜索啦，感兴趣的朋友快去试试吧！😉
2024年,来自贵州,微软必应的AI搜索用了感觉还不错，找到资料很快！👍😊
2024年,来自广东,薪酬是很高，你得有真本事才拿的到。
2024年,来自江西,感觉AI现在发展的已经越来越厉害了[鼓掌]反正我是不太敢去用的
2024年,来自辽宁,AI还是蛮火的呀，在不同的行业都可以运用
2024年,来自广东,AI现在越来越多的应用范围了 我觉得还是很值得期待的呢！！
2024年,来自安徽,我一个人对ai没什么看法，想让朋友给我科普一下
2024年,来自陕西,年轻人迷上AI占卜，寻找内心宁静的力量
2024年,来自江苏,AI占卜也能玩出新花样？🤔感觉像是在玩神秘游戏呀！
2024年,来自辽宁,AI占卜让年轻人找到了古老的答案，真棒！😊
2024年,来自江苏,人工智能 玄学，这种结合既时尚又吸引人啊！😎
2024年,来自云南,AI占卜让年轻人有了对未来的预测，这是多么神奇的能力啊！🔮
2024年,来自江西,[二哈]看视频是挺好玩的 但是作为学生 我也尝试过 哈哈哈 完犊子了 不论怎么着都是💩
2024年,来自贵州,年轻人一直在想怎么样才能过得更好？确实只要有钱就会过得很幸福
2024年,来自安徽,AI现在确实是挺火的 但也不是说任何人随便糊弄得了
2024年,来自贵州,心灵慰藉与现实生活
2024年,来自云南,现在越来越多的宝宝们也开始注意到AI了呀 真是奇妙的现象 [笑cry]
2024年,来自广东,科技与玄学的碰撞
2024年,来自云南,现代人对未知充满好奇
2024年,来自安徽,AI占卜真的准吗？
2024年,来自安徽,哇哦 AI生的照片好高级
2024年,来自云南,现在的人工智能真的太牛啦
2024年,来自云南,啊这……这就涉及到我的专业知识领域啦
2024年,来自广东,这照片看着好舒服
2024年,来自贵州,哇塞 这照片好高级啊
2024年,来自广东,这照片太好看了吧
2024年,来自河北,栩栩如生的情侣照，时尚大片也是用Flux AI生成的吗？👫✨
2024年,来自江苏,哇塞 这都能识别出来
2024年,来自天津,太棒了这照片简直是懒人福音
2024年,来自江西,惊了！负责人脸代码的AI也太牛了吧，Flux厉害💻🤖
2024年,来自云南,现在的人工智能这么牛了吗
2024年,来自陕西,太厉害了，希望我也能有这样一张照片
2024年,来自安徽,这图片太假了，看得出来，可惜我找不到证据
2024年,来自江苏,最近在关注这个flux的人工智能文章
2024年,来自江苏,这个照片太好看啦
2024年,来自江西,这个照片看起来不像ai生成的吧
2024年,来自江苏,太牛啦
2024年,来自江苏,哇塞 这照片真好看
2024年,来自江西,真是恐怖，就像真人一样，而且永远不会犯错
2024年,来自吃瓜罗伯特,这年头，连螺丝侠也要过AI面试关，刘闯兄，你的“拧螺丝功”准备好了吗？[哈哈]
2024年,来自四川,你再取一个试试呢[允悲]
2024年,来自河北,授课是需要场域能量的，AI肯定能够辅助教学，但不可能完全替代教师。教师传道、授业、解惑。“传道”职能不能被代替，因为人要存在于群体和人际关系中。
2024年,来自上海,因材施教？一个班不都教的一样么[doge]
2024年,来自福建,不会以为老师的作用就是传授知识吧[允悲]
2024年,来自福建,必须从现在开始进行改进了[good]
2024年,来自山东,我觉得AI未来能取代真人教师，毕竟现在很多工作都可以通过机器人或者智能软件完成，只要需要人工参与的地方都完全可以替代
2024年,来自安徽,目前来看还只是概念吧，什么时候真正应用到现实中，使用频率还是很低，而且容易出问题
2024年,来自浙江,我觉得可以呀 感觉ai会更智能[doge]
2024年,来自广东,AI现在越来越多了 教育也越来越数字化了 能不能干点啥出来[二哈]
2024年,来自江苏,未来AI老师还会抢真人教师饭碗吗？😅#人工智能 #时尚新课堂
2024年,来自江西,AI未来要取代真人教师？莫非是幻想？
2024年,来自天津,AI 教育，让未来更加精彩！
2024年,来自江西,这个ai是跟chatGPT一样能跟人互动的吗
2024年,来自安徽,这个ai系统的知识面咋样啊
2024年,来自贵州,你好，人工智能时代！
2024年,来自辽宁,这个系统的知识更新速度咋样
2024年,来自天津,人工智能真的能教数学和英语吗？期待成效！💻📚
